'Time','SaO2','PR','EEG(sec)','ECG','EMG','EOG(L)','EOG(R)','EEG','AIRFLOW','THOR RES','ABDO RES'
'[23:30:56.208]',96.011,60.284,2.941,-0.212,-8.753,80.392,42.157,16.667,-2.133,-0.533,-0.471
'[23:30:56.212]',96.011,60.284,2.941,-0.212,-8.753,80.392,42.157,16.667,-2.133,-0.533,-0.471
'[23:30:56.216]',96.011,60.284,2.941,-0.212,-6.565,80.392,42.157,14.706,-2.133,-0.533,-0.471
'[23:30:56.220]',96.011,60.284,2.941,-0.220,-6.565,76.471,39.216,14.706,-2.133,-0.533,-0.471
'[23:30:56.224]',96.011,60.284,0.980,-0.227,7.537,76.471,39.216,14.706,-2.133,-0.533,-0.471
'[23:30:56.228]',96.011,60.284,0.980,-0.235,7.537,76.471,39.216,14.706,-2.133,-0.533,-0.471
'[23:30:56.232]',96.011,60.284,0.980,-0.235,3.404,76.471,39.216,15.686,-2.133,-0.533,-0.471
'[23:30:56.236]',96.011,60.284,0.980,-0.243,3.404,76.471,39.216,15.686,-2.133,-0.533,-0.471
'[23:30:56.240]',96.011,60.284,-0.980,-0.251,6.565,79.412,48.039,19.608,-2.133,-0.533,-0.471
'[23:30:56.244]',96.011,60.284,-0.980,-0.259,6.565,79.412,48.039,19.608,-2.133,-0.533,-0.471
'[23:30:56.248]',96.011,60.284,4.902,-0.251,-4.133,79.412,48.039,18.627,-2.133,-0.533,-0.471
'[23:30:56.252]',96.011,60.284,4.902,-0.259,-4.133,79.412,48.039,18.627,-2.133,-0.533,-0.471
'[23:30:56.256]',96.011,60.284,7.843,-0.259,-6.322,79.412,48.039,8.824,-2.133,-0.533,-0.471
'[23:30:56.260]',96.011,60.284,7.843,-0.267,-6.322,78.431,53.922,8.824,-2.133,-0.533,-0.471
'[23:30:56.264]',96.011,60.284,18.627,-0.259,1.216,78.431,53.922,0.980,-2.133,-0.533,-0.471
'[23:30:56.268]',96.011,60.284,18.627,-0.259,1.216,78.431,53.922,0.980,-2.133,-0.533,-0.471
'[23:30:56.272]',96.011,60.284,21.569,-0.267,-4.133,78.431,53.922,4.902,-2.133,-0.533,-0.471
'[23:30:56.276]',96.011,60.284,21.569,-0.267,-4.133,78.431,53.922,4.902,-2.133,-0.533,-0.471
'[23:30:56.280]',96.011,60.284,22.549,-0.267,-4.620,83.333,50.980,14.706,-2.133,-0.533,-0.471
'[23:30:56.284]',96.011,60.284,22.549,-0.259,-4.620,83.333,50.980,14.706,-2.133,-0.533,-0.471
'[23:30:56.288]',96.011,60.284,13.725,-0.267,-24.557,83.333,50.980,23.529,-2.133,-0.533,-0.471
'[23:30:56.292]',96.011,60.284,13.725,-0.267,-24.557,83.333,50.980,23.529,-2.133,-0.533,-0.471
'[23:30:56.296]',96.011,60.284,7.843,-0.267,9.482,83.333,50.980,27.451,-2.133,-0.533,-0.471
'[23:30:56.300]',96.011,60.284,7.843,-0.259,9.482,80.392,39.216,27.451,-1.788,-0.502,-0.471
'[23:30:56.304]',96.011,60.284,6.863,-0.267,4.863,80.392,39.216,24.510,-1.788,-0.502,-0.471
'[23:30:56.308]',96.011,60.284,6.863,-0.267,4.863,80.392,39.216,24.510,-1.788,-0.502,-0.471
'[23:30:56.312]',96.011,60.284,10.784,-0.267,-0.973,80.392,39.216,12.745,-1.788,-0.502,-0.471
'[23:30:56.316]',96.011,60.284,10.784,-0.259,-0.973,80.392,39.216,12.745,-1.788,-0.502,-0.471
'[23:30:56.320]',96.011,60.284,7.843,-0.267,10.941,70.588,41.176,2.941,-1.788,-0.502,-0.471
'[23:30:56.324]',96.011,60.284,7.843,-0.267,10.941,70.588,41.176,2.941,-1.788,-0.502,-0.471
'[23:30:56.328]',96.011,60.284,2.941,-0.267,-1.945,70.588,41.176,-1.961,-1.788,-0.502,-0.471
'[23:30:56.332]',96.011,60.284,2.941,-0.259,-1.945,70.588,41.176,-1.961,-1.788,-0.502,-0.471
'[23:30:56.336]',96.011,60.284,-0.980,-0.259,1.216,70.588,41.176,1.961,-1.788,-0.502,-0.471
'[23:30:56.340]',96.011,60.284,-0.980,-0.267,1.216,80.392,39.216,1.961,-1.788,-0.502,-0.471
'[23:30:56.344]',96.011,60.284,-1.961,-0.267,-9.969,80.392,39.216,10.784,-1.788,-0.502,-0.471
'[23:30:56.348]',96.011,60.284,-1.961,-0.251,-9.969,80.392,39.216,10.784,-1.788,-0.502,-0.471
'[23:30:56.352]',96.011,60.284,-3.922,-0.251,21.882,80.392,39.216,18.627,-1.788,-0.502,-0.471
'[23:30:56.356]',96.011,60.284,-3.922,-0.259,21.882,80.392,39.216,18.627,-1.788,-0.502,-0.471
'[23:30:56.360]',96.011,60.284,-9.804,-0.259,-9.969,66.667,27.451,20.588,-1.788,-0.502,-0.471
'[23:30:56.364]',96.011,60.284,-9.804,-0.251,-9.969,66.667,27.451,20.588,-1.788,-0.502,-0.471
'[23:30:56.368]',96.011,60.284,-13.725,-0.251,-4.620,66.667,27.451,15.686,-1.788,-0.502,-0.471
'[23:30:56.372]',96.011,60.284,-13.725,-0.251,-4.620,66.667,27.451,15.686,-1.788,-0.502,-0.471
'[23:30:56.376]',96.011,60.284,-11.765,-0.251,11.184,66.667,27.451,3.922,-1.788,-0.502,-0.471
'[23:30:56.380]',96.011,60.284,-11.765,-0.243,11.184,63.725,46.078,3.922,-1.788,-0.502,-0.471
'[23:30:56.384]',96.011,60.284,-8.824,-0.243,-1.702,63.725,46.078,-8.824,-1.788,-0.502,-0.471
'[23:30:56.388]',96.011,60.284,-8.824,-0.243,-1.702,63.725,46.078,-8.824,-1.788,-0.502,-0.471
'[23:30:56.392]',96.011,60.284,-11.765,-0.251,-0.486,63.725,46.078,-11.765,-1.788,-0.502,-0.471
'[23:30:56.396]',96.011,60.284,-11.765,-0.251,-0.486,63.725,46.078,-11.765,-1.788,-0.502,-0.471
'[23:30:56.400]',96.011,60.284,-6.863,-0.235,-2.675,66.667,29.412,-5.882,-1.475,-0.439,-0.439
'[23:30:56.404]',96.011,60.284,-6.863,-0.243,-2.675,66.667,29.412,-5.882,-1.475,-0.439,-0.439
'[23:30:56.408]',96.011,60.284,-3.922,-0.251,1.702,66.667,29.412,0.980,-1.475,-0.439,-0.439
'[23:30:56.412]',96.011,60.284,-3.922,-0.243,1.702,66.667,29.412,0.980,-1.475,-0.439,-0.439
'[23:30:56.416]',96.011,60.284,1.961,-0.235,2.188,66.667,29.412,2.941,-1.475,-0.439,-0.439
'[23:30:56.420]',96.011,60.284,1.961,-0.243,2.188,62.745,23.529,2.941,-1.475,-0.439,-0.439
'[23:30:56.424]',96.011,60.284,-0.000,-0.243,16.776,62.745,23.529,1.961,-1.475,-0.439,-0.439
'[23:30:56.428]',96.011,60.284,-0.000,-0.243,16.776,62.745,23.529,1.961,-1.475,-0.439,-0.439
'[23:30:56.432]',96.011,60.284,-1.961,-0.235,-6.808,62.745,23.529,0.980,-1.475,-0.439,-0.439
'[23:30:56.436]',96.011,60.284,-1.961,-0.235,-6.808,62.745,23.529,0.980,-1.475,-0.439,-0.439
'[23:30:56.440]',96.011,60.284,-7.843,-0.235,-10.941,60.784,39.216,0.980,-1.475,-0.439,-0.439
'[23:30:56.444]',96.011,60.284,-7.843,-0.235,-10.941,60.784,39.216,0.980,-1.475,-0.439,-0.439
'[23:30:56.448]',96.011,60.284,-2.941,-0.235,3.890,60.784,39.216,-2.941,-1.475,-0.439,-0.439
'[23:30:56.452]',96.011,60.284,-2.941,-0.235,3.890,60.784,39.216,-2.941,-1.475,-0.439,-0.439
'[23:30:56.456]',96.011,60.284,-0.980,-0.235,-11.427,60.784,39.216,-7.843,-1.475,-0.439,-0.439
'[23:30:56.460]',96.011,60.284,-0.980,-0.235,-11.427,63.725,38.235,-7.843,-1.475,-0.439,-0.439
'[23:30:56.464]',96.011,60.284,4.902,-0.235,-16.290,63.725,38.235,-9.804,-1.475,-0.439,-0.439
'[23:30:56.468]',96.011,60.284,4.902,-0.235,-16.290,63.725,38.235,-9.804,-1.475,-0.439,-0.439
'[23:30:56.472]',96.011,60.284,-0.000,-0.243,-0.243,63.725,38.235,-4.902,-1.475,-0.439,-0.439
'[23:30:56.476]',96.011,60.284,-0.000,-0.243,-0.243,63.725,38.235,-4.902,-1.475,-0.439,-0.439
'[23:30:56.480]',96.011,60.284,-11.765,-0.235,2.188,62.745,24.510,3.922,-1.475,-0.439,-0.439
'[23:30:56.484]',96.011,60.284,-11.765,-0.235,2.188,62.745,24.510,3.922,-1.475,-0.439,-0.439
'[23:30:56.488]',96.011,60.284,-26.471,-0.243,1.459,62.745,24.510,9.804,-1.475,-0.439,-0.439
'[23:30:56.492]',96.011,60.284,-26.471,-0.243,1.459,62.745,24.510,9.804,-1.475,-0.439,-0.439
'[23:30:56.496]',96.011,60.284,-23.529,-0.243,-0.729,62.745,24.510,2.941,-1.475,-0.439,-0.439
'[23:30:56.500]',96.011,60.284,-23.529,-0.243,-0.729,58.824,27.451,2.941,-1.161,-0.376,-0.408
'[23:30:56.504]',96.011,60.284,-10.784,-0.243,0.729,58.824,27.451,-7.843,-1.161,-0.376,-0.408
'[23:30:56.508]',96.011,60.284,-10.784,-0.243,0.729,58.824,27.451,-7.843,-1.161,-0.376,-0.408
'[23:30:56.512]',96.011,60.284,6.863,-0.243,-1.459,58.824,27.451,-10.784,-1.161,-0.376,-0.408
'[23:30:56.516]',96.011,60.284,6.863,-0.235,-1.459,58.824,27.451,-10.784,-1.161,-0.376,-0.408
'[23:30:56.520]',96.011,60.284,14.706,-0.235,3.890,60.784,40.196,-1.961,-1.161,-0.376,-0.408
'[23:30:56.524]',96.011,60.284,14.706,-0.243,3.890,60.784,40.196,-1.961,-1.161,-0.376,-0.408
'[23:30:56.528]',96.011,60.284,16.667,-0.243,0.973,60.784,40.196,13.725,-1.161,-0.376,-0.408
'[23:30:56.532]',96.011,60.284,16.667,-0.243,0.973,60.784,40.196,13.725,-1.161,-0.376,-0.408
'[23:30:56.536]',96.011,60.284,8.824,-0.243,12.643,60.784,40.196,29.412,-1.161,-0.376,-0.408
'[23:30:56.540]',96.011,60.284,8.824,-0.251,12.643,65.686,26.471,29.412,-1.161,-0.376,-0.408
'[23:30:56.544]',96.011,60.284,-3.922,-0.251,18.478,65.686,26.471,39.216,-1.161,-0.376,-0.408
'[23:30:56.548]',96.011,60.284,-3.922,-0.235,18.478,65.686,26.471,39.216,-1.161,-0.376,-0.408
'[23:30:56.552]',96.011,60.284,-11.765,-0.243,-4.620,65.686,26.471,32.353,-1.161,-0.376,-0.408
'[23:30:56.556]',96.011,60.284,-11.765,-0.243,-4.620,65.686,26.471,32.353,-1.161,-0.376,-0.408
'[23:30:56.560]',96.011,60.284,-9.804,-0.235,-3.404,59.804,22.549,13.725,-1.161,-0.376,-0.408
'[23:30:56.564]',96.011,60.284,-9.804,-0.227,-3.404,59.804,22.549,13.725,-1.161,-0.376,-0.408
'[23:30:56.568]',96.011,60.284,1.961,-0.212,0.729,59.804,22.549,-4.902,-1.161,-0.376,-0.408
'[23:30:56.572]',96.011,60.284,1.961,-0.220,0.729,59.804,22.549,-4.902,-1.161,-0.376,-0.408
'[23:30:56.576]',96.011,60.284,11.765,-0.220,17.992,59.804,22.549,-8.824,-1.161,-0.376,-0.408
'[23:30:56.580]',96.011,60.284,11.765,-0.212,17.992,55.882,26.471,-8.824,-1.161,-0.376,-0.408
'[23:30:56.584]',96.011,60.284,21.569,-0.204,7.294,55.882,26.471,2.941,-1.161,-0.376,-0.408
'[23:30:56.588]',96.011,60.284,21.569,-0.212,7.294,55.882,26.471,2.941,-1.161,-0.376,-0.408
'[23:30:56.592]',96.011,60.284,17.647,-0.212,-20.180,55.882,26.471,22.549,-1.161,-0.376,-0.408
'[23:30:56.596]',96.011,60.284,17.647,-0.204,-20.180,55.882,26.471,22.549,-1.161,-0.376,-0.408
'[23:30:56.600]',96.011,60.284,7.843,-0.196,4.133,64.706,32.353,33.333,-0.878,-0.345,-0.376
'[23:30:56.604]',96.011,60.284,7.843,-0.196,4.133,64.706,32.353,33.333,-0.878,-0.345,-0.376
'[23:30:56.608]',96.011,60.284,-1.961,-0.188,4.376,64.706,32.353,28.431,-0.878,-0.345,-0.376
'[23:30:56.612]',96.011,60.284,-1.961,-0.180,4.376,64.706,32.353,28.431,-0.878,-0.345,-0.376
'[23:30:56.616]',96.011,60.284,0.980,-0.180,-0.486,64.706,32.353,14.706,-0.878,-0.345,-0.376
'[23:30:56.620]',96.011,60.284,0.980,-0.188,-0.486,59.804,37.255,14.706,-0.878,-0.345,-0.376
'[23:30:56.624]',96.011,60.284,5.882,-0.196,0.243,59.804,37.255,3.922,-0.878,-0.345,-0.376
'[23:30:56.628]',96.011,60.284,5.882,-0.212,0.243,59.804,37.255,3.922,-0.878,-0.345,-0.376
'[23:30:56.632]',96.011,60.284,11.765,-0.212,-2.188,59.804,37.255,-8.824,-0.878,-0.345,-0.376
'[23:30:56.636]',96.011,60.284,11.765,-0.220,-2.188,59.804,37.255,-8.824,-0.878,-0.345,-0.376
'[23:30:56.640]',96.011,60.284,8.824,-0.227,-2.918,43.137,23.529,-22.549,-0.878,-0.345,-0.376
'[23:30:56.644]',96.011,60.284,8.824,-0.235,-2.918,43.137,23.529,-22.549,-0.878,-0.345,-0.376
'[23:30:56.648]',96.011,60.284,0.980,-0.227,-4.863,43.137,23.529,-22.549,-0.878,-0.345,-0.376
'[23:30:56.652]',96.011,60.284,0.980,-0.235,-4.863,43.137,23.529,-22.549,-0.878,-0.345,-0.376
'[23:30:56.656]',96.011,60.284,-17.647,-0.243,0.973,43.137,23.529,-9.804,-0.878,-0.345,-0.376
'[23:30:56.660]',96.011,60.284,-17.647,-0.251,0.973,44.118,11.765,-9.804,-0.878,-0.345,-0.376
'[23:30:56.664]',96.011,60.284,-25.490,-0.259,1.945,44.118,11.765,2.941,-0.878,-0.345,-0.376
'[23:30:56.668]',96.011,60.284,-25.490,-0.267,1.945,44.118,11.765,2.941,-0.878,-0.345,-0.376
'[23:30:56.672]',96.011,60.284,-26.471,-0.275,0.486,44.118,11.765,2.941,-0.878,-0.345,-0.376
'[23:30:56.676]',96.011,60.284,-26.471,-0.290,0.486,44.118,11.765,2.941,-0.878,-0.345,-0.376
'[23:30:56.680]',96.011,60.284,-21.569,-0.282,2.431,45.098,13.725,-0.000,-0.878,-0.345,-0.376
'[23:30:56.684]',96.011,60.284,-21.569,-0.282,2.431,45.098,13.725,-0.000,-0.878,-0.345,-0.376
'[23:30:56.688]',96.011,60.284,-14.706,-0.290,-0.973,45.098,13.725,2.941,-0.878,-0.345,-0.376
'[23:30:56.692]',96.011,60.284,-14.706,-0.290,-0.973,45.098,13.725,2.941,-0.878,-0.345,-0.376
'[23:30:56.696]',96.011,60.284,-2.941,-0.290,2.431,45.098,13.725,12.745,-0.878,-0.345,-0.376
'[23:30:56.700]',96.011,60.284,-2.941,-0.282,2.431,46.078,13.725,12.745,-0.596,-0.282,-0.345
'[23:30:56.704]',96.011,60.284,4.902,-0.282,-3.647,46.078,13.725,24.510,-0.596,-0.282,-0.345
'[23:30:56.708]',96.011,60.284,4.902,-0.290,-3.647,46.078,13.725,24.510,-0.596,-0.282,-0.345
'[23:30:56.712]',96.011,60.284,14.706,-0.282,-3.161,46.078,13.725,28.431,-0.596,-0.282,-0.345
'[23:30:56.716]',96.011,60.284,14.706,-0.275,-3.161,46.078,13.725,28.431,-0.596,-0.282,-0.345
'[23:30:56.720]',96.011,60.284,17.647,-0.275,-5.349,45.098,16.667,25.490,-0.596,-0.282,-0.345
'[23:30:56.724]',96.011,60.284,17.647,-0.282,-5.349,45.098,16.667,25.490,-0.596,-0.282,-0.345
'[23:30:56.728]',96.011,60.284,17.647,-0.282,-1.702,45.098,16.667,16.667,-0.596,-0.282,-0.345
'[23:30:56.732]',96.011,60.284,17.647,-0.267,-1.702,45.098,16.667,16.667,-0.596,-0.282,-0.345
'[23:30:56.736]',96.011,60.284,12.745,-0.243,-2.918,45.098,16.667,5.882,-0.596,-0.282,-0.345
'[23:30:56.740]',96.011,60.284,12.745,-0.188,-2.918,36.275,12.745,5.882,-0.596,-0.282,-0.345
'[23:30:56.744]',96.011,60.284,7.843,-0.071,-2.918,36.275,12.745,0.980,-0.596,-0.282,-0.345
'[23:30:56.748]',96.011,60.284,7.843,0.110,-2.918,36.275,12.745,0.980,-0.596,-0.282,-0.345
'[23:30:56.752]',96.011,60.284,4.902,0.345,2.675,36.275,12.745,-2.941,-0.596,-0.282,-0.345
'[23:30:56.756]',96.011,60.284,4.902,0.573,2.675,36.275,12.745,-2.941,-0.596,-0.282,-0.345
'[23:30:56.760]',96.011,60.284,1.961,0.769,-1.459,34.314,9.804,-4.902,-0.596,-0.282,-0.345
'[23:30:56.764]',96.011,60.284,1.961,0.878,-1.459,34.314,9.804,-4.902,-0.596,-0.282,-0.345
'[23:30:56.768]',96.011,60.284,0.980,0.824,1.216,34.314,9.804,-6.863,-0.596,-0.282,-0.345
'[23:30:56.772]',96.011,60.284,0.980,0.580,1.216,34.314,9.804,-6.863,-0.596,-0.282,-0.345
'[23:30:56.776]',96.011,60.284,-2.941,0.173,-1.459,34.314,9.804,-8.824,-0.596,-0.282,-0.345
'[23:30:56.780]',96.011,60.284,-2.941,-0.290,-1.459,34.314,10.784,-8.824,-0.596,-0.282,-0.345
'[23:30:56.784]',96.011,60.284,-7.843,-0.659,5.835,34.314,10.784,-10.784,-0.596,-0.282,-0.345
'[23:30:56.788]',96.011,60.284,-7.843,-0.847,5.835,34.314,10.784,-10.784,-0.596,-0.282,-0.345
'[23:30:56.792]',96.011,60.284,-13.725,-0.847,-6.808,34.314,10.784,-5.882,-0.596,-0.282,-0.345
'[23:30:56.796]',96.011,60.284,-13.725,-0.722,-6.808,34.314,10.784,-5.882,-0.596,-0.282,-0.345
'[23:30:56.800]',96.011,60.284,-12.745,-0.565,-4.863,34.314,6.863,-0.000,-0.220,-0.251,-0.282
'[23:30:56.804]',96.011,60.284,-12.745,-0.439,-4.863,34.314,6.863,-0.000,-0.220,-0.251,-0.282
'[23:30:56.808]',96.011,60.284,-11.765,-0.361,-1.459,34.314,6.863,1.961,-0.220,-0.251,-0.282
'[23:30:56.812]',96.011,60.284,-11.765,-0.322,-1.459,34.314,6.863,1.961,-0.220,-0.251,-0.282
'[23:30:56.816]',96.011,60.284,-9.804,-0.306,0.973,34.314,6.863,0.980,-0.220,-0.251,-0.282
'[23:30:56.820]',96.011,60.284,-9.804,-0.306,0.973,29.412,-0.000,0.980,-0.220,-0.251,-0.282
'[23:30:56.824]',96.011,60.284,-13.725,-0.314,2.918,29.412,-0.000,0.980,-0.220,-0.251,-0.282
'[23:30:56.828]',96.011,60.284,-13.725,-0.314,2.918,29.412,-0.000,0.980,-0.220,-0.251,-0.282
'[23:30:56.832]',96.011,60.284,-10.784,-0.306,-0.000,29.412,-0.000,-1.961,-0.220,-0.251,-0.282
'[23:30:56.836]',96.011,60.284,-10.784,-0.298,-0.000,29.412,-0.000,-1.961,-0.220,-0.251,-0.282
'[23:30:56.840]',96.011,60.284,-3.922,-0.306,-3.647,31.373,7.843,-4.902,-0.220,-0.251,-0.282
'[23:30:56.844]',96.011,60.284,-3.922,-0.298,-3.647,31.373,7.843,-4.902,-0.220,-0.251,-0.282
'[23:30:56.848]',96.011,60.284,11.765,-0.290,1.216,31.373,7.843,-2.941,-0.220,-0.251,-0.282
'[23:30:56.852]',96.011,60.284,11.765,-0.282,1.216,31.373,7.843,-2.941,-0.220,-0.251,-0.282
'[23:30:56.856]',96.011,60.284,12.745,-0.290,-2.675,31.373,7.843,2.941,-0.220,-0.251,-0.282
'[23:30:56.860]',96.011,60.284,12.745,-0.290,-2.675,27.451,9.804,2.941,-0.220,-0.251,-0.282
'[23:30:56.864]',96.011,60.284,5.882,-0.282,1.945,27.451,9.804,5.882,-0.220,-0.251,-0.282
'[23:30:56.868]',96.011,60.284,5.882,-0.282,1.945,27.451,9.804,5.882,-0.220,-0.251,-0.282
'[23:30:56.872]',96.011,60.284,-12.745,-0.282,20.180,27.451,9.804,3.922,-0.220,-0.251,-0.282
'[23:30:56.876]',96.011,60.284,-12.745,-0.282,20.180,27.451,9.804,3.922,-0.220,-0.251,-0.282
'[23:30:56.880]',96.011,60.284,-16.667,-0.275,-4.133,20.588,-0.980,-1.961,-0.220,-0.251,-0.282
'[23:30:56.884]',96.011,60.284,-16.667,-0.267,-4.133,20.588,-0.980,-1.961,-0.220,-0.251,-0.282
'[23:30:56.888]',96.011,60.284,-13.725,-0.275,-6.078,20.588,-0.980,-5.882,-0.220,-0.251,-0.282
'[23:30:56.892]',96.011,60.284,-13.725,-0.275,-6.078,20.588,-0.980,-5.882,-0.220,-0.251,-0.282
'[23:30:56.896]',96.011,60.284,-1.961,-0.275,3.161,20.588,-0.980,-4.902,-0.220,-0.251,-0.282
'[23:30:56.900]',96.011,60.284,-1.961,-0.267,3.161,24.510,3.922,-4.902,0.502,-0.188,-0.251
'[23:30:56.904]',96.011,60.284,2.941,-0.275,-2.675,24.510,3.922,-0.000,0.502,-0.188,-0.251
'[23:30:56.908]',96.011,60.284,2.941,-0.275,-2.675,24.510,3.922,-0.000,0.502,-0.188,-0.251
'[23:30:56.912]',96.011,60.284,5.882,-0.275,-0.000,24.510,3.922,2.941,0.502,-0.188,-0.251
'[23:30:56.916]',96.011,60.284,5.882,-0.267,-0.000,24.510,3.922,2.941,0.502,-0.188,-0.251
'[23:30:56.920]',96.011,60.284,3.922,-0.267,1.702,22.549,9.804,2.941,0.502,-0.188,-0.251
'[23:30:56.924]',96.011,60.284,3.922,-0.267,1.702,22.549,9.804,2.941,0.502,-0.188,-0.251
'[23:30:56.928]',96.011,60.284,1.961,-0.267,-0.243,22.549,9.804,-1.961,0.502,-0.188,-0.251
'[23:30:56.932]',96.011,60.284,1.961,-0.259,-0.243,22.549,9.804,-1.961,0.502,-0.188,-0.251
'[23:30:56.936]',96.011,60.284,-2.941,-0.259,-0.486,22.549,9.804,-9.804,0.502,-0.188,-0.251
'[23:30:56.940]',96.011,60.284,-2.941,-0.259,-0.486,12.745,-0.980,-9.804,0.502,-0.188,-0.251
'[23:30:56.944]',96.011,60.284,-3.922,-0.259,4.863,12.745,-0.980,-13.725,0.502,-0.188,-0.251
'[23:30:56.948]',96.011,60.284,-3.922,-0.251,4.863,12.745,-0.980,-13.725,0.502,-0.188,-0.251
'[23:30:56.952]',96.011,60.284,-4.902,-0.243,-2.675,12.745,-0.980,-11.765,0.502,-0.188,-0.251
'[23:30:56.956]',96.011,60.284,-4.902,-0.251,-2.675,12.745,-0.980,-11.765,0.502,-0.188,-0.251
'[23:30:56.960]',96.011,60.284,-6.863,-0.251,0.243,19.608,0.980,-2.941,0.502,-0.188,-0.251
'[23:30:56.964]',96.011,60.284,-6.863,-0.243,0.243,19.608,0.980,-2.941,0.502,-0.188,-0.251
'[23:30:56.968]',96.011,60.284,-0.000,-0.243,-1.216,19.608,0.980,4.902,0.502,-0.188,-0.251
'[23:30:56.972]',96.011,60.284,-0.000,-0.243,-1.216,19.608,0.980,4.902,0.502,-0.188,-0.251
'[23:30:56.976]',96.011,60.284,9.804,-0.243,-0.729,19.608,0.980,8.824,0.502,-0.188,-0.251
'[23:30:56.980]',96.011,60.284,9.804,-0.235,-0.729,16.667,3.922,8.824,0.502,-0.188,-0.251
'[23:30:56.984]',96.011,60.284,13.725,-0.227,1.945,16.667,3.922,6.863,0.502,-0.188,-0.251
'[23:30:56.988]',96.011,60.284,13.725,-0.235,1.945,16.667,3.922,6.863,0.502,-0.188,-0.251
'[23:30:56.992]',96.011,60.284,3.922,-0.235,0.729,16.667,3.922,0.980,0.502,-0.188,-0.251
'[23:30:56.996]',96.011,60.284,3.922,-0.227,0.729,16.667,3.922,0.980,0.502,-0.188,-0.251
'[23:30:57.000]',96.011,61.283,-8.824,-0.220,0.486,13.725,-2.941,-6.863,1.380,-0.094,-0.157
'[23:30:57.004]',96.011,61.283,-8.824,-0.220,0.486,13.725,-2.941,-6.863,1.380,-0.094,-0.157
'[23:30:57.008]',96.011,61.283,-21.569,-0.220,2.918,13.725,-2.941,-13.725,1.380,-0.094,-0.157
'[23:30:57.012]',96.011,61.283,-21.569,-0.212,2.918,13.725,-2.941,-13.725,1.380,-0.094,-0.157
'[23:30:57.016]',96.011,61.283,-21.569,-0.204,-3.404,13.725,-2.941,-18.627,1.380,-0.094,-0.157
'[23:30:57.020]',96.011,61.283,-21.569,-0.204,-3.404,10.784,-8.824,-18.627,1.380,-0.094,-0.157
'[23:30:57.024]',96.011,61.283,-15.686,-0.204,-4.133,10.784,-8.824,-17.647,1.380,-0.094,-0.157
'[23:30:57.028]',96.011,61.283,-15.686,-0.204,-4.133,10.784,-8.824,-17.647,1.380,-0.094,-0.157
'[23:30:57.032]',96.011,61.283,-1.961,-0.196,0.486,10.784,-8.824,-11.765,1.380,-0.094,-0.157
'[23:30:57.036]',96.011,61.283,-1.961,-0.196,0.486,10.784,-8.824,-11.765,1.380,-0.094,-0.157
'[23:30:57.040]',96.011,61.283,3.922,-0.196,-0.729,12.745,-2.941,-4.902,1.380,-0.094,-0.157
'[23:30:57.044]',96.011,61.283,3.922,-0.196,-0.729,12.745,-2.941,-4.902,1.380,-0.094,-0.157
'[23:30:57.048]',96.011,61.283,12.745,-0.188,1.459,12.745,-2.941,2.941,1.380,-0.094,-0.157
'[23:30:57.052]',96.011,61.283,12.745,-0.188,1.459,12.745,-2.941,2.941,1.380,-0.094,-0.157
'[23:30:57.056]',96.011,61.283,10.784,-0.196,-1.702,12.745,-2.941,11.765,1.380,-0.094,-0.157
'[23:30:57.060]',96.011,61.283,10.784,-0.196,-1.702,16.667,-1.961,11.765,1.380,-0.094,-0.157
'[23:30:57.064]',96.011,61.283,2.941,-0.188,0.486,16.667,-1.961,16.667,1.380,-0.094,-0.157
'[23:30:57.068]',96.011,61.283,2.941,-0.188,0.486,16.667,-1.961,16.667,1.380,-0.094,-0.157
'[23:30:57.072]',96.011,61.283,-7.843,-0.188,1.216,16.667,-1.961,8.824,1.380,-0.094,-0.157
'[23:30:57.076]',96.011,61.283,-7.843,-0.196,1.216,16.667,-1.961,8.824,1.380,-0.094,-0.157
'[23:30:57.080]',96.011,61.283,-8.824,-0.188,-0.973,11.765,-5.882,-3.922,1.380,-0.094,-0.157
'[23:30:57.084]',96.011,61.283,-8.824,-0.188,-0.973,11.765,-5.882,-3.922,1.380,-0.094,-0.157
'[23:30:57.088]',96.011,61.283,-4.902,-0.188,0.729,11.765,-5.882,-6.863,1.380,-0.094,-0.157
'[23:30:57.092]',96.011,61.283,-4.902,-0.196,0.729,11.765,-5.882,-6.863,1.380,-0.094,-0.157
'[23:30:57.096]',96.011,61.283,6.863,-0.196,-0.486,11.765,-5.882,1.961,1.380,-0.094,-0.157
'[23:30:57.100]',96.011,61.283,6.863,-0.196,-0.486,15.686,-3.922,1.961,2.322,0.031,-0.094
'[23:30:57.104]',96.011,61.283,7.843,-0.204,-0.000,15.686,-3.922,12.745,2.322,0.031,-0.094
'[23:30:57.108]',96.011,61.283,7.843,-0.212,-0.000,15.686,-3.922,12.745,2.322,0.031,-0.094
'[23:30:57.112]',96.011,61.283,0.980,-0.212,-3.890,15.686,-3.922,11.765,2.322,0.031,-0.094
'[23:30:57.116]',96.011,61.283,0.980,-0.212,-3.890,15.686,-3.922,11.765,2.322,0.031,-0.094
'[23:30:57.120]',96.011,61.283,-11.765,-0.220,-2.918,10.784,-2.941,0.980,2.322,0.031,-0.094
'[23:30:57.124]',96.011,61.283,-11.765,-0.235,-2.918,10.784,-2.941,0.980,2.322,0.031,-0.094
